technology,material,n_samples,mean,std,median,q25,q75,min,max,use_parametric,recommendation,best_distribution,ks_statistic,ks_pvalue,ad_statistic,aic,bic,param_loc,param_scale,param_min,param_max,param_a,param_s
Bio CCS,Aluminum,1,1.3,0.0,1.3,1.3,1.3,1.3,1.3,True,Single data point - using narrow uniform distribution around 1.300,uniform,0.0,1.0,0.0,0.0,0.0,1.1700000000000002,0.26,1.1700000000000002,1.4300000000000002,,
Bio CCS,Cement,2,32.005,9.783529424497072,32.005,28.546,35.464,25.087,38.923,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=17.95 > 3.0",uniform,0.5,0.5,21.025850888870277,14.50909556429969,11.89538992541958,25.087,13.836000000000002,25.087,38.923,,
Bio CCS,Copper,3,0.5966666666666667,0.050083264004389054,0.6,0.5725,0.6225,0.545,0.645,True,"Using uniform distribution (n=3, KS p=0.7778). Best AIC rejected: lognormal: Lognormal shape s=16.09 > 3.0",uniform,0.33333333333333337,0.7777777777777778,13.746911956353575,-9.815510557964275,-11.618285980628055,0.545,0.09999999999999998,0.545,0.645,,
Bio CCS,Manganese,3,0.145,0.04714870093650514,0.124,0.118,0.1615,0.112,0.199,True,"Using gamma distribution (n=3, KS p=0.1227). Best AIC rejected: lognormal: Lognormal shape s=16.70 > 3.0",gamma,0.6160089310288113,0.12272314213534788,3.622948457621427,-56.56702618659896,-59.27118932059463,0.11199999999999999,0.023509946887400983,,,0.08870662441064983,
Bio CCS,Nickel,3,0.009666666666666667,0.0015275252316519464,0.01,0.009000000000000001,0.010499999999999999,0.008,0.011,True,"Using uniform distribution (n=3, KS p=0.7778). Best AIC rejected: lognormal: Lognormal shape s=16.45 > 3.0",uniform,0.33333333333333354,0.7777777777777772,13.85464465615646,-30.854857941884163,-32.65763336454794,0.008,0.002999999999999999,0.008,0.011,,
Bio CCS,Steel,1,79.56,0.0,79.56,79.56,79.56,79.56,79.56,True,Single data point - using narrow uniform distribution around 79.560,uniform,0.0,1.0,0.0,0.0,0.0,71.604,15.912000000000006,71.604,87.516,,
Biomass,Aluminum,1,1.3,0.0,1.3,1.3,1.3,1.3,1.3,True,Single data point - using narrow uniform distribution around 1.300,uniform,0.0,1.0,0.0,0.0,0.0,1.1700000000000002,0.26,1.1700000000000002,1.4300000000000002,,
Biomass,Cement,2,20.9185,6.394366622269951,20.9185,18.65775,23.17925,16.397,25.44,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=17.74 > 3.0",uniform,0.5,0.5,21.025850888870277,12.807963911033374,10.194258272153265,16.397,9.043000000000003,16.397,25.44,,
Biomass,Copper,4,0.49075,0.0367820155329567,0.4855,0.46675,0.5095000000000001,0.454,0.538,True,"Using gamma distribution (n=4, KS p=0.4942). Best AIC rejected: lognormal: Lognormal shape s=14.83 > 3.0",gamma,0.3825544161597233,0.4942165979494909,4.473833721252806,-41.50894996531264,-43.35006688195297,0.45399999999999996,0.04061777151608149,,,0.5103546856321559,
Biomass,Manganese,3,0.145,0.04714870093650514,0.124,0.118,0.1615,0.112,0.199,True,"Using gamma distribution (n=3, KS p=0.1227). Best AIC rejected: lognormal: Lognormal shape s=16.70 > 3.0",gamma,0.6160089310288113,0.12272314213534788,3.622948457621427,-56.56702618659896,-59.27118932059463,0.11199999999999999,0.023509946887400983,,,0.08870662441064983,
Biomass,Nickel,3,0.009666666666666667,0.0015275252316519464,0.01,0.009000000000000001,0.010499999999999999,0.008,0.011,True,"Using uniform distribution (n=3, KS p=0.7778). Best AIC rejected: lognormal: Lognormal shape s=16.45 > 3.0",uniform,0.33333333333333354,0.7777777777777772,13.85464465615646,-30.854857941884163,-32.65763336454794,0.008,0.002999999999999999,0.008,0.011,,
Biomass,Steel,1,52.0,0.0,52.0,52.0,52.0,52.0,52.0,True,Single data point - using narrow uniform distribution around 52.000,uniform,0.0,1.0,0.0,0.0,0.0,46.800000000000004,10.399999999999999,46.800000000000004,57.2,,
CIGS,Aluminum,3,20.69333333333333,9.185642782806946,15.39,15.39,23.345,15.39,31.3,True,"Using gamma distribution (n=3, KS p=0.0741). Best AIC rejected: lognormal: Lognormal shape s=17.32 > 3.0",gamma,0.6666022536063263,0.07411704100748603,12.254949950339316,-66.94471415643724,-69.64887729043292,15.389999999999997,3.3412779152568897,,,0.28294804484601654,
CIGS,Cadmium,2,0.0013,0.0,0.0013,0.0013,0.0013,0.0013,0.0013,True,"Using uniform distribution (n=2, KS p=0.5000, AIC=-29.02)",uniform,0.5,0.5,0.7725887222397811,-29.019315707794988,-31.633021346675097,0.00117,0.0002599999999999998,0.00117,0.0014299999999999998,,
CIGS,Cement,4,7.4135,2.3527748865258373,7.1475,6.293,8.268,4.847,10.512,True,"Using gamma distribution (n=4, KS p=0.0324). Best AIC rejected: lognormal: Lognormal shape s=15.50 > 3.0",gamma,0.6559522813672607,0.03238759008161741,4.278017123535571,-21.98538018756341,-23.82649710420374,4.8469999999999995,2.712760873515248,,,0.22326909087647726,
CIGS,Copper,13,1.8051553846153847,3.069551573201465,0.25,0.022,0.45,0.017,7.53,True,"Using gamma distribution (n=13, KS p=0.3451, AIC=-21.51)",gamma,0.24749001576986365,0.3450766755495017,2.7563127051701244,-21.508874075955802,-19.814026003571193,0.016999999999999998,2.4088013050683452,,,0.35994189290020384,
CIGS,Gadium,3,0.00778,0.004737636541567958,0.01,0.00617,0.010499999999999999,0.00234,0.011,True,"Using uniform distribution (n=3, KS p=0.2249). Best AIC rejected: lognormal: Lognormal shape s=17.66 > 3.0",uniform,0.5511932255581218,0.22490211690457523,14.631984720776373,-24.49424333844676,-26.297018761110543,0.00234,0.00866,0.00234,0.011,,
CIGS,Gallium,41,0.012506341463414634,0.02605271020029371,0.0067,0.0032,0.009,0.00011999999999999999,0.124,True,"Using lognormal distribution (n=41, KS p=0.0926, AIC=-292.26)",lognormal,0.18927102071809776,0.09261503702060381,1.430257322588794,-292.25918123267553,-287.1184650325626,-0.0003284975970581995,0.006600760693407263,,,,0.9649536195954297
CIGS,Glass,3,63.36666666666667,8.787680771018788,66.7,60.05,68.35,53.4,70.0,True,"Using uniform distribution (n=3, KS p=0.4120). Best AIC rejected: lognormal: Lognormal shape s=16.63 > 3.0",uniform,0.4678714859437753,0.4120308591991224,14.187686146405039,20.85641617217499,19.053640749511207,53.4,16.6,53.4,70.0,,
CIGS,Indium,76,0.02806842105263158,0.019245057741500395,0.023,0.015,0.03025,0.005,0.084,True,"Using gamma distribution (n=76, KS p=0.3347, AIC=-420.09)",gamma,0.10615798817615363,0.3346918020815306,0.793643828083745,-420.0911998311281,-413.0989998102691,0.004599259678949518,0.015149697402506735,,,1.549158514936094,
CIGS,Molybdenum,2,0.055,0.07636753236814713,0.055,0.028,0.082,0.001,0.109,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=20.37 > 3.0",uniform,0.5,0.5,21.025850888870277,-4.902496207431669,-7.516201846311779,0.001,0.108,0.001,0.109,,
CIGS,Selenium,36,0.06259055555555555,0.047870315403445975,0.045,0.026,0.0855,0.00956,0.161,True,"Using gamma distribution (n=36, KS p=0.7224, AIC=-133.41)",gamma,0.11130492662933827,0.7223610244119976,0.6323550743894941,-133.41020418710826,-128.65964737173994,0.009431336576397355,0.04928015535032811,,,1.0787274257703192,
CIGS,Steel,2,55.95,0.07071067811865576,55.95,55.925,55.975,55.9,56.0,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=15.14 > 3.0",uniform,0.5,0.5,21.025850888870277,-5.210340371976127,-7.824046010856236,55.9,0.10000000000000142,55.9,56.0,,
CIGS,Zinc,1,0.121,0.0,0.121,0.121,0.121,0.121,0.121,True,Single data point - using narrow uniform distribution around 0.121,uniform,0.0,1.0,0.0,0.0,0.0,0.1089,0.0242,0.1089,0.1331,,
CSP,Aluminum,2,5.5,7.7781745930520225,5.5,2.75,8.25,0.0,11.0,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=373.42 > 3.0",uniform,0.5,0.5,21.025850888870277,13.591581091193483,10.977875452313373,0.0,11.0,0.0,11.0,,
CSP,Cement,2,161.0,125.86500705120545,161.0,116.5,205.5,72.0,250.0,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=18.53 > 3.0",uniform,0.5,0.5,21.025850888870277,24.72713420116834,22.11342856228823,72.0,178.0,72.0,250.0,,
CSP,Copper,2,2.3,1.2727922061357857,2.3,1.85,2.75,1.4,3.2,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=18.32 > 3.0",uniform,0.5,0.5,21.025850888870277,6.351146659608476,3.737441020728367,1.4,1.8000000000000003,1.4,3.2,,
CSP,Glass,2,120.0,14.142135623730951,120.0,115.0,125.0,110.0,130.0,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=17.44 > 3.0",uniform,0.5,0.5,21.025850888870277,15.982929094215963,13.369223455335854,110.0,20.0,110.0,130.0,,
CSP,Manganese,2,3.85,2.616295090390226,3.85,2.925,4.775,2.0,5.7,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=18.33 > 3.0",uniform,0.5,0.5,21.025850888870277,9.233331278600716,6.619625639720606,2.0,3.7,2.0,5.7,,
CSP,Nickel,2,1.42,0.6788225099390857,1.42,1.18,1.66,0.94,1.9,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=18.35 > 3.0",uniform,0.5,0.5,21.025850888870277,3.8367120219189794,1.22300638303887,0.94,0.96,0.94,1.9,,
CSP,Silver,2,0.014499999999999999,0.0021213203435596433,0.014499999999999999,0.01375,0.01525,0.013,0.016,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=17.54 > 3.0",uniform,0.5,0.5,21.025850888870277,-19.236571961256107,-21.850277600136216,0.013,0.003000000000000001,0.013,0.016,,
CSP,Steel,2,320.0,113.13708498984761,320.0,280.0,360.0,240.0,400.0,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=18.13 > 3.0",uniform,0.5,0.5,21.025850888870277,24.300695260935306,21.686989622055197,240.0,160.0,240.0,400.0,,
CdTe,Aluminum,3,20.69333333333333,9.185642782806946,15.39,15.39,23.345,15.39,31.3,True,"Using gamma distribution (n=3, KS p=0.0741). Best AIC rejected: lognormal: Lognormal shape s=17.32 > 3.0",gamma,0.6666022536063263,0.07411704100748603,12.254949950339316,-66.94471415643724,-69.64887729043292,15.389999999999997,3.3412779152568897,,,0.28294804484601654,
CdTe,Cadmium,40,0.081594,0.051841104412103975,0.078,0.05225,0.0875,0.006,0.24425999999999998,True,"Using lognormal distribution (n=40, KS p=0.3990, AIC=-129.34)",lognormal,0.1375891548945839,0.3989871754050076,0.6787164074777365,-129.33984954169262,-124.27321117935081,-0.03827666424976434,0.1104421751105443,,,,0.40356268292739056
CdTe,Cement,4,7.4135,2.3527748865258373,7.1475,6.293,8.268,4.847,10.512,True,"Using gamma distribution (n=4, KS p=0.0324). Best AIC rejected: lognormal: Lognormal shape s=15.50 > 3.0",gamma,0.6559522813672607,0.03238759008161741,4.278017123535571,-21.98538018756341,-23.82649710420374,4.8469999999999995,2.712760873515248,,,0.22326909087647726,
CdTe,Chromium,1,0.061,0.0,0.061,0.061,0.061,0.061,0.061,True,Single data point - using narrow uniform distribution around 0.061,uniform,0.0,1.0,0.0,0.0,0.0,0.0549,0.01220000000000001,0.0549,0.0671,,
CdTe,Copper,9,4.06043,2.975464360835129,5.181,1.0,7.0,0.0428,7.53,True,"Using uniform distribution (n=9, KS p=0.4856). Best AIC rejected: lognormal: Lognormal shape s=12.82 > 3.0",uniform,0.2625458560387506,0.4856304003215355,5.303100168136417,40.237508125496376,40.63195728016881,0.0428,7.4872000000000005,0.0428,7.53,,
CdTe,Glass,3,63.36666666666667,8.787680771018788,66.7,60.05,68.35,53.4,70.0,True,"Using uniform distribution (n=3, KS p=0.4120). Best AIC rejected: lognormal: Lognormal shape s=16.63 > 3.0",uniform,0.4678714859437753,0.4120308591991224,14.187686146405039,20.85641617217499,19.053640749511207,53.4,16.6,53.4,70.0,,
CdTe,Indium,3,0.015633333333333332,0.0002309401076758509,0.0155,0.0155,0.0157,0.0155,0.0159,True,"Using gamma distribution (n=3, KS p=0.5151). Best AIC rejected: lognormal: Lognormal shape s=15.59 > 3.0",gamma,0.4288986010794533,0.5151448734319644,2.7847439711919177,-137.08893455243737,-139.79309768643304,0.015499999999999996,8.391549802570509e-05,,,0.047442719644114374,
CdTe,Lead,2,0.0079,0.0001414213562373099,0.0079,0.00785,0.00795,0.0078,0.008,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=16.54 > 3.0",uniform,0.5,0.5,21.025850888870277,-30.06877276566494,-32.68247840454505,0.0078,0.00020000000000000052,0.0078,0.008,,
CdTe,Molybdenum,3,0.07,0.06033862776033277,0.1005,0.0505,0.10475000000000001,0.0005,0.109,True,"Using uniform distribution (n=3, KS p=0.1612). Best AIC rejected: lognormal: Lognormal shape s=19.52 > 3.0",uniform,0.588325652841782,0.1612020895628668,14.97883125585685,-9.326030636009737,-11.128806058673517,0.0005,0.1085,0.0005,0.109,,
CdTe,Nickel,1,0.016,0.0,0.016,0.016,0.016,0.016,0.016,True,Single data point - using narrow uniform distribution around 0.016,uniform,0.0,1.0,0.0,0.0,0.0,0.014400000000000001,0.0031999999999999997,0.014400000000000001,0.0176,,
CdTe,Steel,2,55.95,0.07071067811865576,55.95,55.925,55.975,55.9,56.0,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=15.14 > 3.0",uniform,0.5,0.5,21.025850888870277,-5.210340371976127,-7.824046010856236,55.9,0.10000000000000142,55.9,56.0,,
CdTe,Tellurium,54,0.09145685185185186,0.05519693496494898,0.0895,0.055,0.10475,0.017,0.26,True,"Using gamma distribution (n=54, KS p=0.6429, AIC=-170.01)",gamma,0.09788999802844817,0.6429150385467299,0.5907171663155495,-170.00986842364918,-164.04291628395634,0.009356545479610848,0.03915522953979697,,,2.0967841284068394,
CdTe,Tin,1,0.0066,0.0,0.0066,0.0066,0.0066,0.0066,0.0066,True,Single data point - using narrow uniform distribution around 0.007,uniform,0.0,1.0,0.0,0.0,0.0,0.00594,0.0013200000000000009,0.00594,0.007260000000000001,,
Coal,Aluminum,4,0.39475000000000005,0.16893070571489757,0.35,0.2745,0.47025,0.255,0.624,True,"Using gamma distribution (n=4, KS p=0.3394). Best AIC rejected: lognormal: Lognormal shape s=15.31 > 3.0",gamma,0.4326341536733801,0.33939916461566955,4.757791347694074,-34.332290366792144,-36.173407283432475,0.25499999999999995,0.10549194035720055,,,0.4504387830449882,
Coal,Cement,12,14.524999999999999,7.245051326752125,14.121,9.843499999999999,16.8995,4.668,28.531,True,"Using uniform distribution (n=12, KS p=0.3396). Best AIC rejected: lognormal: Lognormal shape s=10.20 > 3.0",uniform,0.2583427621561972,0.339615891978329,3.9285208056598027,80.1358994130659,81.1057127126419,4.668,23.863,4.668,28.531,,
Coal,Copper,4,0.49075,0.0367820155329567,0.4855,0.46675,0.5095000000000001,0.454,0.538,True,"Using gamma distribution (n=4, KS p=0.4942). Best AIC rejected: lognormal: Lognormal shape s=14.83 > 3.0",gamma,0.3825544161597233,0.4942165979494909,4.473833721252806,-41.50894996531264,-43.35006688195297,0.45399999999999996,0.04061777151608149,,,0.5103546856321559,
Coal,Manganese,3,0.145,0.04714870093650514,0.124,0.118,0.1615,0.112,0.199,True,"Using gamma distribution (n=3, KS p=0.1227). Best AIC rejected: lognormal: Lognormal shape s=16.70 > 3.0",gamma,0.6160089310288113,0.12272314213534788,3.622948457621427,-56.56702618659896,-59.27118932059463,0.11199999999999999,0.023509946887400983,,,0.08870662441064983,
Coal,Nickel,3,0.009666666666666667,0.0015275252316519464,0.01,0.009000000000000001,0.010499999999999999,0.008,0.011,True,"Using uniform distribution (n=3, KS p=0.7778). Best AIC rejected: lognormal: Lognormal shape s=16.45 > 3.0",uniform,0.33333333333333354,0.7777777777777772,13.85464465615646,-30.854857941884163,-32.65763336454794,0.008,0.002999999999999999,0.008,0.011,,
Coal,Steel,3,52.655,8.960166014087019,51.34,47.8825,56.77,44.425,62.2,True,"Using gamma distribution (n=3, KS p=0.1046). Best AIC rejected: lognormal: Lognormal shape s=16.50 > 3.0",gamma,0.6316669841989748,0.10458556702392009,4.149302235135111,-6.4089495721317835,-9.113112706127454,44.42499999998914,5.425213860504698,,,0.20056916683678983,
Coal CCS,Aluminum,4,0.39475000000000005,0.16893070571489757,0.35,0.2745,0.47025,0.255,0.624,True,"Using gamma distribution (n=4, KS p=0.3394). Best AIC rejected: lognormal: Lognormal shape s=15.31 > 3.0",gamma,0.4326341536733801,0.33939916461566955,4.757791347694074,-34.332290366792144,-36.173407283432475,0.25499999999999995,0.10549194035720055,,,0.4504387830449882,
Coal CCS,Cement,12,20.6965,11.452573950466729,17.7455,11.3685,25.06075,7.141,43.653,True,"Using gamma distribution (n=12, KS p=0.2561, AIC=76.83)",gamma,0.2789624806144963,0.25610681367946375,2.7322783676278046,76.8303221683795,78.2850421177435,7.140999999999999,13.95690627035152,,,0.7383287357235444,
Coal CCS,Copper,4,0.58875,0.04385107372307623,0.5825,0.5599999999999999,0.61125,0.545,0.645,True,"Using gamma distribution (n=4, KS p=0.4735). Best AIC rejected: lognormal: Lognormal shape s=14.60 > 3.0",gamma,0.38881857955672783,0.4735291488373887,6.060164629106204,-24.524055156416743,-26.36517207305707,0.5449999999999999,0.0311209335504692,,,0.7562979246186994,
Coal CCS,Manganese,3,0.145,0.04714870093650514,0.124,0.118,0.1615,0.112,0.199,True,"Using gamma distribution (n=3, KS p=0.1227). Best AIC rejected: lognormal: Lognormal shape s=16.70 > 3.0",gamma,0.6160089310288113,0.12272314213534788,3.622948457621427,-56.56702618659896,-59.27118932059463,0.11199999999999999,0.023509946887400983,,,0.08870662441064983,
Coal CCS,Nickel,3,0.009666666666666667,0.0015275252316519464,0.01,0.009000000000000001,0.010499999999999999,0.008,0.011,True,"Using uniform distribution (n=3, KS p=0.7778). Best AIC rejected: lognormal: Lognormal shape s=16.45 > 3.0",uniform,0.33333333333333354,0.7777777777777772,13.85464465615646,-30.854857941884163,-32.65763336454794,0.008,0.002999999999999999,0.008,0.011,,
Coal CCS,Steel,4,75.76474999999999,14.703396600219055,73.1225,66.18325,82.704,61.648,95.166,True,"Using gamma distribution (n=4, KS p=0.3625). Best AIC rejected: lognormal: Lognormal shape s=15.29 > 3.0",gamma,0.42453237469100313,0.3625401549073147,5.150344632541332,6.717542292407321,4.876425375766993,61.647999999999996,11.820360999268104,,,0.5214462810816864,
Gas,Aluminum,2,0.217,0.018384776310850254,0.217,0.2105,0.2235,0.204,0.23,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=17.24 > 3.0",uniform,0.5,0.5,21.025850888870277,-10.598634963842617,-13.212340602722726,0.204,0.026000000000000023,0.204,0.23,,
Gas,Cement,4,11.11825,3.4547058123666625,10.7415,9.3975,12.462250000000001,7.35,15.64,True,"Using gamma distribution (n=4, KS p=0.3673). Best AIC rejected: lognormal: Lognormal shape s=15.66 > 3.0",gamma,0.4228907762498839,0.36733242557762746,5.77447447520386,12.49042776856347,10.64931085192314,7.349999999999999,3.1210832165092564,,,0.8062571737421512,
Gas,Copper,4,0.49075,0.0367820155329567,0.4855,0.46675,0.5095000000000001,0.454,0.538,True,"Using gamma distribution (n=4, KS p=0.4942). Best AIC rejected: lognormal: Lognormal shape s=14.83 > 3.0",gamma,0.3825544161597233,0.4942165979494909,4.473833721252806,-41.50894996531264,-43.35006688195297,0.45399999999999996,0.04061777151608149,,,0.5103546856321559,
Gas,Manganese,3,0.145,0.04714870093650514,0.124,0.118,0.1615,0.112,0.199,True,"Using gamma distribution (n=3, KS p=0.1227). Best AIC rejected: lognormal: Lognormal shape s=16.70 > 3.0",gamma,0.6160089310288113,0.12272314213534788,3.622948457621427,-56.56702618659896,-59.27118932059463,0.11199999999999999,0.023509946887400983,,,0.08870662441064983,
Gas,Nickel,3,0.009666666666666667,0.0015275252316519464,0.01,0.009000000000000001,0.010499999999999999,0.008,0.011,True,"Using uniform distribution (n=3, KS p=0.7778). Best AIC rejected: lognormal: Lognormal shape s=16.45 > 3.0",uniform,0.33333333333333354,0.7777777777777772,13.85464465615646,-30.854857941884163,-32.65763336454794,0.008,0.002999999999999999,0.008,0.011,,
Gas,Steel,2,41.08,14.212846301849606,41.08,36.055,46.105000000000004,31.03,51.13,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=18.14 > 3.0",uniform,0.5,0.5,21.025850888870277,16.002879260260123,13.389173621380012,31.03,20.1,31.03,51.13,,
Gas CCS,Aluminum,2,0.217,0.018384776310850254,0.217,0.2105,0.2235,0.204,0.23,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=17.24 > 3.0",uniform,0.5,0.5,21.025850888870277,-10.598634963842617,-13.212340602722726,0.204,0.026000000000000023,0.204,0.23,,
Gas CCS,Cement,4,16.2165,6.533013061877855,16.435,13.584,19.0675,8.067,23.929,True,"Using uniform distribution (n=4, KS p=0.9062). Best AIC rejected: lognormal: Lognormal shape s=15.72 > 3.0",uniform,0.25,0.90625,10.196032182871608,26.11141049328902,24.883999215528803,8.067,15.861999999999998,8.067,23.929,,
Gas CCS,Copper,4,0.58875,0.04385107372307623,0.5825,0.5599999999999999,0.61125,0.545,0.645,True,"Using gamma distribution (n=4, KS p=0.4735). Best AIC rejected: lognormal: Lognormal shape s=14.60 > 3.0",gamma,0.38881857955672783,0.4735291488373887,6.060164629106204,-24.524055156416743,-26.36517207305707,0.5449999999999999,0.0311209335504692,,,0.7562979246186994,
Gas CCS,Manganese,3,0.145,0.04714870093650514,0.124,0.118,0.1615,0.112,0.199,True,"Using gamma distribution (n=3, KS p=0.1227). Best AIC rejected: lognormal: Lognormal shape s=16.70 > 3.0",gamma,0.6160089310288113,0.12272314213534788,3.622948457621427,-56.56702618659896,-59.27118932059463,0.11199999999999999,0.023509946887400983,,,0.08870662441064983,
Gas CCS,Nickel,3,0.009666666666666667,0.0015275252316519464,0.01,0.009000000000000001,0.010499999999999999,0.008,0.011,True,"Using uniform distribution (n=3, KS p=0.7778). Best AIC rejected: lognormal: Lognormal shape s=16.45 > 3.0",uniform,0.33333333333333354,0.7777777777777772,13.85464465615646,-30.854857941884163,-32.65763336454794,0.008,0.002999999999999999,0.008,0.011,,
